광산명,광종,시도,시군구,읍면동,리
대원고령토,비금속,경북,김천시,증산면,황점리
백봉,비금속,경북,김천시,부항면,해인리
백옥,비금속,경북,김천시,구성면,양각리
봉산규석,비금속,경북,김천시,봉산면,인의리
서전,비금속,경북,김천시,대덕면,추량리
신왕,비금속,경북,김천시,조마면,신왕리
옥산규석,비금속,경북,김천시,어모면,은기리
임천장석,비금속,경북,김천시,구성면,월계리
지대,비금속,경북,김천시,구성면,상거리
문경백강운모,비금속,경북,문경시,호계면,구산리
궁곡,금속,경북,문경시,가은읍,하괴리
마성,금속,경북,문경시,마성면,하내리
문경,금속,경북,문경시,문경읍,관음리
석봉,금속,경북,문경시,산북면,석봉리
유성광업회사,금속,경북,문경시,가은읍,하괴리
화곡,금속,경북,문경시,동로면,수평리
황계,금속,경북,문경시,문경읍,마원리
강남석회석,비금속,경북,문경시,문경읍,마원리
경운,비금속,경북,문경시,가은읍,작천리
고모치,비금속,경북,문경시,농암면,궁기리
금강고령토,비금속,경북,문경시,농암면,지동리
기성,비금속,경북,문경시,가은읍,성저리
남원,비금속,경북,문경시,산북면,소야리
대은중정석,비금속,경북,문경시,농암면,연천리
대진,비금속,경북,문경시,산북면,대상리
문경석회석,비금속,경북,문경시,가은읍,왕능리
문경장석,비금속,경북,문경시,가은읍,하괴리
봉암,비금속,경북,문경시,가은읍,완장리
산북,비금속,경북,문경시,산북면,전두리
산북흑연,비금속,경북,문경시,산북면,가곡리
계림,비금속,경북,문경시,동로면,생달리
삼영,비금속,경북,문경시,마성면,외어리
삼창탄광 단산광업소,비금속,경북,문경시,마성면,외어리
세진,비금속,경북,문경시,동로면,노은리
쌍용양회문경,비금속,경북,문경시,호계면,우로리
삼신광업소,비금속,경북,문경시,동로면,생달리
우암,비금속,경북,문경시,농암면,내서리
욱일,비금속,경북,문경시,농암면,종곡리
장자규회석,비금속,경북,문경시,동로면,명전리
종곡,비금속,경북,문경시,산북면,종곡리
호계,비금속,경북,문경시,호계면,구산리
호계석회석,비금속,경북,문경시,호계면,선암리
삼성,비금속,충북,영동군,양강면,남전리
갑정,석탄,경북,문경시,문경읍,고요리
근혜자-평성,석탄,경북,문경시,마성면,하내리
대성-동보,석탄,경북,문경시,가은읍,갈전리
대정,석탄,경북,문경시,마성면,외어리
문경,석탄,경북,문경시,마성면,신현리
문경-동성,석탄,경북,문경시,마성면,오천리
문경-동진,석탄,경북,문경시,불정동,
봉명,석탄,경북,문경시,마성면,외어리
봉명-단봉,석탄,경북,문경시,문경읍,고요리
봉명-삼영,석탄,경북,문경시,마성면,외어리
봉명-신한,석탄,경북,문경시,호계면,호계리
상무,석탄,경북,문경시,마성면,외어리
석공-은성,석탄,경북,문경시,가은읍,왕능리
석봉,석탄,경북,문경시,산북면,석봉리
석봉-성봉,석탄,경북,문경시,문경읍,고요리
오정,석탄,경북,문경시,호계면,견탄리
장봉,석탄,경북,문경시,마성면,하내리
장자,석탄,경북,문경시,불정동,
장자-삼계,석탄,경북,문경시,호계면,견탄리
장자-정산,석탄,경북,문경시,마성면,오천리
창성,석탄,경북,문경시,가은읍,갈전리
태성,석탄,경북,문경시,마성면,하내리
태원,석탄,경북,문경시,마성면,오천리
태화,석탄,경북,문경시,농암면,율수리
평성,석탄,경북,문경시,마성면,하내리
대한생명공학에너지,비금속,경북,봉화군,소천면,서천리
석포대현,비금속,경북,봉화군,석포면,대현리
우진질석,비금속,경북,봉화군,석포면,석포리
(가)고선리,금속,경북,봉화군,소천면,고선리
(가)눌산리,금속,경북,봉화군,법전면,눌산리
(가)붓든,금속,경북,봉화군,법전면,법전리
(가)진곡,금속,경북,봉화군,봉성면,우곡리
각희(금정과 동일광산),금속,경북,봉화군,춘양면,우구치리
경동,금속,경북,봉화군,소천면,분천리
고려,금속,경북,봉화군,명호면,삼동리
구마1,금속,경북,봉화군,법전면,눌산리
구마2,금속,경북,봉화군,소천면,고선리
금교,금속,경북,봉화군,명호면,삼동리
금당연,금속,경북,봉화군,춘양면,서벽리
금륜,금속,경북,봉화군,봉성면,창평리
금봉,금속,경북,봉화군,봉성면,우곡리
금정,금속,경북,봉화군,춘양면,우구치리
금주,금속,경북,봉화군,석포면,석포리
다덕,금속,경북,봉화군,봉성면,우곡리
대기,금속,경북,봉화군,물야면,오전리
대린(연호),금속,경북,봉화군,법전면,척곡리
대원(1),금속,경북,봉화군,춘양면,석현리
대장,금속,경북,봉화군,소천면,서천리
덕성,금속,경북,봉화군,법전면,척곡리
덕일,금속,경북,봉화군,소천면,분천리
법전,금속,경북,봉화군,법전면,척곡리
보라,금속,경북,봉화군,명호면,도천리
보라(삼용),금속,경북,봉화군,명호면,삼동리
분천(1),금속,경북,봉화군,소천면,분천리
분천(2),금속,경북,봉화군,소천면,분천리
산막,금속,경북,봉화군,재산면,갈산리
삼가,금속,경북,봉화군,법전면,척곡리
삼동,금속,경북,봉화군,명호면,삼동리
삼룡,금속,경북,봉화군,법전면,소천리
삼신,금속,경북,봉화군,법전면,눌산리
삼용,금속,경북,봉화군,명호면,삼동리
삼풍,금속,경북,봉화군,법전면,눌산리
세목,금속,경북,봉화군,춘양면,학산리
양곡,금속,경북,봉화군,명호면,양곡리
어은,금속,경북,봉화군,법전면,소천리
연화,금속,경북,봉화군,석포면,대현리
옥석,금속,경북,봉화군,춘양면,서벽리
원곡,금속,경북,봉화군,소천면,분천리
은점,금속,경북,봉화군,재산면,동면리
임기,금속,경북,봉화군,소천면,임기리
장군,금속,경북,봉화군,소천면,서천리
주영,금속,경북,봉화군,소천면,분천리
진화,금속,경북,봉화군,춘양면,서벽리
풍정,금속,경북,봉화군,법전면,풍정리
(가)신당리,석탄,경북,구미시,산동면,신당리
해운,금속,경북,봉화군,춘양면,서벽리
현동(1),금속,경북,봉화군,소천면,고선리
황우,금속,경북,봉화군,명호면,도천리
회룡(1),비금속,경북,봉화군,소천면,남회룡리
(가)두음,비금속,경북,봉화군,소천면,두음리
(가)삼화운모,비금속,경북,봉화군,소천면,고선리
대규,비금속,경북,봉화군,소천면,임기리
대륭,비금속,경북,봉화군,법전면,눌산리
대림요업봉화,비금속,경북,봉화군,석포면,석포리
대영,비금속,경북,봉화군,재산면,갈산리
대원(2),비금속,경북,봉화군,석포면,석포리
덕일만강,비금속,경북,봉화군,소천면,분천리
동광흑연,비금속,경북,봉화군,명호면,고감리
동명,비금속,경북,봉화군,재산면,동면리
명동,비금속,경북,봉화군,재산면,동면리
봉명,비금속,경북,봉화군,명호면,고감리
봉화도장석,비금속,경북,봉화군,봉화읍,해저리
봉화석회석,비금속,경북,봉화군,재산면,갈산리
봉화장성,비금속,경북,봉화군,물야면,북지리
부곡,비금속,경북,봉화군,재산면,갈산리
분천(3),비금속,경북,봉화군,소천면,분천리
산내,비금속,경북,봉화군,소천면,임기리
삼보,비금속,경북,봉화군,명호면,도천리
삼호,금속,경북,봉화군,소천면,고선리
소천납석,비금속,경북,봉화군,소천면,고선리
소천석회석,비금속,경북,봉화군,석포면,대현리
수식,비금속,경북,봉화군,물야면,수식리
신풍,비금속,경북,봉화군,소천면,남회룡리
어의리,비금속,경북,봉화군,물야면,오전리
오전,비금속,경북,봉화군,석포면,석포리
옥성,비금속,경북,봉화군,소천면,분천리
와룡,비금속,경북,봉화군,재산면,갈산리
장성,비금속,경북,봉화군,석포면,대현리
재산,비금속,경북,봉화군,재산면,갈산리
춘양도석,비금속,경북,봉화군,석포면,석포리
춘양연마,비금속,경북,봉화군,춘양면,애당리
회룡(2),금속,경북,봉화군,소천면,남회룡리
(가)갈산리,석탄,경북,봉화군,재산면,갈산리
대곡,석탄,경북,봉화군,재산면,갈산리
대형,석탄,경북,봉화군,재산면,갈산리
서림-성진,석탄,경북,봉화군,재산면,갈산리
일월,석탄,경북,봉화군,재산면,갈산리
일월-세방,석탄,경북,봉화군,재산면,갈산리
낙동고령토,비금속,경북,상주시,낙동면,낙동리
백학운모,비금속,경북,상주시,모서면,득수리
중덕,비금속,경북,상주시,중덕동,
(가)남곡,금속,경북,상주시,은척면,남곡리
(가)반포,금속,경북,상주시,낙동면,용포리
(가)삼풍,금속,경북,상주시,모동면,반계리
(가)상주(대유),금속,경북,상주시,인평동,
(가)신촌(2),금속,경북,상주시,내서면,신촌리
(가)청상,금속,경북,상주시,청리면,청상리
공성1,금속,경북,상주시,공성면,효곡리
공성2,금속,경북,상주시,모동면,덕곡리
낙동,금속,경북,상주시,낙동면,상촌리
대성,금속,경북,상주시,낙동면,승곡리
상영,금속,경북,상주시,연원동,
"상주,대능,대유",금속,경북,상주시,낙동면,운평리
상주1,금속,경북,상주시,낙동면,수정리
상주2,금속,경북,상주시,병성동,
상주3,금속,경북,상주시,낙동면,화산리
상주금산(2),금속,경북,상주시,낙동면,성동리
신오,금속,경북,상주시,낙동면,신오리
양영,금속,경북,상주시,모동면,상판리
정명,금속,경북,상주시,낙동면,운평리
천택,금속,경북,상주시,화남면,중눌리
(가)지천,비금속,경북,상주시,지천동,
(주)흥진,비금속,경북,상주시,은척면,하흘리
가곡,비금속,경북,상주시,외서면,가곡리
구미,비금속,경북,상주시,이안면,구미리
금성,비금속,경북,성주군,수륜면,수륜리
대가,비금속,경북,상주시,이안면,양범리
대동,비금속,경북,상주시,화동면,판곡리
대룡,비금속,경북,상주시,은척면,장암리
대림,비금속,경북,성주군,초전면,월곡리
대현흑연,비금속,경북,상주시,이안면,대현리
동국,비금속,경북,상주시,화동면,반곡리
동서,비금속,경북,상주시,모동면,이동리
동양장석,비금속,경북,상주시,은척면,두곡리
득월,비금속,경북,상주시,모서면,화현리
번창,비금속,경북,상주시,화서면,상용리
벽진석회,비금속,경북,상주시,공검면,지평리
삼주,비금속,경북,상주시,화서면,봉촌리
상주4,비금속,경북,상주시,서곡동,
상주자원,비금속,경북,봉화군,소천면,서천리
신흥,비금속,경북,상주시,모동면,신흥리
원장,비금속,경북,상주시,청리면,원장리
중소,비금속,경북,상주시,공검면,중소리
창북,비금속,경북,상주시,화북면,장암리
청산규석,비금속,경북,상주시,화남면,중눌리
초산,비금속,경북,상주시,초산동,
칠봉,비금속,경북,상주시,은척면,남곡리
팔음,비금속,경북,상주시,화동면,보미리
한아,비금속,경북,상주시,사벌국면,원흥리
함창,비금속,경북,상주시,이안면,아천리
형성규석,비금속,경북,상주시,내서면,신촌리
(가)신촌(1),석탄,경북,상주시,내서면,신촌리
거성,석탄,경북,상주시,이안면,양범리
산청금곡,금속,경남,산청군,오부면,방곡리
남경,석탄,경북,상주시,이안면,안용리
대명,석탄,경북,상주시,화동면,선교리
대명-동오,석탄,경북,상주시,화동면,선교리
대명-동원,석탄,경북,상주시,화동면,선교리
대원,석탄,경북,상주시,공검면,지평리
동신,석탄,경북,상주시,화동면,이소리
동주,석탄,경북,상주시,화동면,이소리
삼창,석탄,경북,상주시,화동면,보미리
월명-무균,석탄,경북,상주시,모서면,득수리
