광산명,광종,시도,시군구,읍면동,리
서교,금속,충남,천안시 서북구,입장면,도림리
영산,금속,충남,천안시 서북구,성환읍,도하리
창신,금속,충남,천안시 서북구,입장면,가산리
(가)시장리,금속,충남,천안시 서북구,입장면,시장리
아성개발,금속,충남,천안시 서북구,입장면,시장리
오목,금속,충남,천안시 서북구,입장면,시장리
천안제일,금속,충남,천안시 서북구,입장면,시장리
평택17호,금속,충남,천안시 서북구,입장면,시장리
입성,금속,충남,천안시 서북구,입장면,신두리
(가)천보1,금속,충남,천안시 서북구,입장면,양대리
일보,금속,충남,천안시 서북구,입장면,양대리
성흥,금속,충남,천안시 서북구,입장면,호당리
시장,금속,충남,천안시 서북구,입장면,호당리
(가)천보,금속,충남,천안시 서북구,입장면,호당리
(가)호당,금속,충남,천안시 서북구,입장면,호당리
성안,금속,충남,천안시 서북구,입장면,산정리
(가)군서리,금속,충남,천안시 서북구,직산읍,군서리
(가)새터,금속,충남,천안시 서북구,직산읍,군서리
(가)마정리,금속,충남,천안시 서북구,직산읍,마정리
대성,금속,충남,천안시 서북구,직산읍,모시리
(가)성은,금속,충남,천안시 서북구,직산읍,부송리
진활미,금속,충남,천안시 서북구,직산읍,판정리
직산,금속,충남,천안시 서북구,직산읍,판정리
상산,금속,충남,천안시 동남구,풍세면,남관리
토리아,금속,충남,천안시 동남구,풍세면,보성리
성진,석탄,충남,청양군,대치면,광금리
구봉,금속,충남,청양군,남양면,구룡리
금봉,금속,충남,청양군,남양면,금정리
금정리,금속,충남,청양군,남양면,금정리
(가)대봉리,금속,충남,청양군,남양면,대봉리
대남규석,비금속,충남,청양군,남양면,온암리
대봉,금속,충남,청양군,남양면,대봉리
매곡,비금속,충남,청양군,남양면,매곡리
청옥,비금속,충남,청양군,남양면,매곡리
태원,비금속,충남,청양군,남양면,매곡리
(가)백금리,금속,충남,청양군,남양면,백금리
월산대월,석탄,충남,청양군,남양면,백금리
(가)봉암2,금속,충남,청양군,남양면,봉암리
(가)봉암1,금속,충남,청양군,남양면,봉암리
온암,비금속,충남,청양군,남양면,온암리
(가)글치기,금속,충남,청양군,남양면,온암리
온암,금속,충남,청양군,남양면,온암리
(가)용마,금속,충남,청양군,남양면,용마리
충청,금속,충남,청양군,청양읍,장승리
대동활석,비금속,충남,청양군,남양면,흥산리
대성,비금속,충남,청양군,남양면,흥산리
구봉,비금속,충남,청양군,남양면,흥산리
명흥,비금속,충남,청양군,남양면,흥산리
태원,비금속,충남,청양군,남양면,흥산리
(가)개미,금속,충남,청양군,대치면,이화리
(가)금광광업소,금속,충남,청양군,대치면,작천리
작천,금속,충남,청양군,대치면,장곡리
대치석회석,비금속,충남,청양군,대치면,주정리
청보석회석,비금속,충남,청양군,대치면,주정리
칠성광업소,비금속,충남,청양군,대치면,주정리
비봉,비금속,충남,청양군,비봉면,강정리
비봉사문석,비금속,충남,청양군,비봉면,강정리
광시규석,비금속,충남,청양군,비봉면,관산리
(가)양사,비금속,충남,청양군,비봉면,양사리
삼화질석,비금속,충남,청양군,비봉면,양사리
삼량,금속,충남,청양군,비봉면,용천리
용천질석,비금속,충남,청양군,비봉면,용천리
삼광,금속,충남,청양군,운곡면,신대리
(가)미량리(토금)광산,금속,충남,청양군,운곡면,미량리
미량,금속,충남,청양군,운곡면,영양리
대흥,금속,충남,청양군,운곡면,추광리
충남활석,비금속,충남,청양군,운곡면,추광리
화성장석,비금속,충남,청양군,운곡면,추광리
청양,금속,충남,청양군,장평면,관현리
미당,금속,충남,청양군,장평면,미당리
(가)소화,금속,충남,청양군,장평면,은곡리
도림,금속,충남,청양군,장평면,적곡리
청양,금속,충남,청양군,장평면,화산리
(가)앵화동금,금속,충남,청양군,장평면,화산리
망월산,금속,충남,청양군,장평면,화산리
앵화동,금속,충남,청양군,장평면,화산리
(가)산성리,석탄,충남,홍성군,장곡면,산성리
(가)삼봉,금속,충남,청양군,정산면,내초리
구곡,금속,충남,청양군,정산면,내초리
(가)마치리,금속,충남,청양군,정산면,마치리
제2삼성,금속,경기,양평군,청운면,
상보,금속,충남,청양군,정산면,천장리
(가)군량리,금속,충남,청양군,청양읍,군량리
대일,비금속,충남,청양군,청양읍,송방리
(가)청수리,비금속,충남,청양군,청양읍,청수리
경동석회석,비금속,충남,청양군,청양읍,청수리
(가)학당리,비금속,충남,청양군,청양읍,학당리
중앙,비금속,충남,청양군,청양읍,학당리
동척,비금속,충남,청양군,화성면,광평리
봉산,금속,충남,청양군,화성면,구재리
장계광업소,비금속,충남,청양군,화성면,산정리
(가)신정리1,금속,충남,청양군,화성면,신정리
(가)신정리2,금속,충남,청양군,화성면,신정리
(가)화성장석,비금속,충남,청양군,화성면,화강리
신아산업영목,금속,충남,태안군,고남면,고남리
(가)안면도장곡리규사,비금속,충남,태안군,고남면,장곡리
한흥규사,비금속,충남,태안군,고남면,장곡리
(가)도황리,비금속,충남,태안군,근흥면,도황리
(가)영동,금속,충남,태안군,근흥면,신진도리
안면도규사,비금속,충남,태안군,근흥면,신진도리
(가)서산1,비금속,충남,태안군,근흥면,용신리
서원근흥,비금속,충남,태안군,근흥면,정죽리
충남,비금속,충남,태안군,근흥면,정죽리
충남규석,비금속,충남,태안군,근흥면,정죽리
신흥,비금속,충남,태안군,남면,당암리
은성,비금속,충남,태안군,남면,신온리
금배,금속,충남,태안군,소원면,소근리
소원금,금속,충남,태안군,소원면,소근리
태명,비금속,충남,태안군,소원면,소근리
태명고령토,비금속,충남,태안군,소원면,소근리
만리포,비금속,충남,태안군,소원면,송현리
소원,비금속,충남,태안군,소원면,신덕리
신덕,비금속,충남,태안군,소원면,신덕리
신두규사,비금속,충남,태안군,원북면,신두리
신한광업소,비금속,충남,태안군,소원면,의항리
의항,금속,충남,태안군,소원면,의항리
방포,비금속,충남,태안군,안면읍,승언리
승언리,비금속,충남,태안군,안면읍,승언리
제일,비금속,충남,태안군,안면읍,승언리
중왕,비금속,충남,태안군,안면읍,승언리
한신,비금속,충남,태안군,안면읍,승언리
대명규사,비금속,충남,태안군,안면읍,신야리
벧엘,비금속,충남,태안군,안면읍,중장리
(가)반계철,금속,충남,태안군,원북면,반계리
이곡규사,비금속,충남,태안군,원북면,방갈리
서산연규석,비금속,충남,태안군,이원면,사창리
유봉,금속,충남,태안군,원북면,신두리
(가)청산리석면,비금속,충남,태안군,원북면,청산리
명석1,비금속,충남,태안군,원북면,청산리
명석2,비금속,충남,태안군,원북면,청산리
명우,금속,충남,천안시 서북구,직산읍,남산리
명석4,비금속,충남,태안군,원북면,청산리
영진,비금속,충남,태안군,원북면,청산리
월북,비금속,충남,태안군,원북면,청산리
이북,금속,충남,태안군,이원면,포지리
이북,금속,충남,태안군,이원면,포지리
방포규사,비금속,충남,태안군,안면읍,정당리
(가)어은리,금속,충남,태안군,태안읍,어은리
(가)서산규사,비금속,충남,태안군,태안읍,인평리
한신,석탄,충남,홍성군,장곡면,산성리
예산,석탄,충남,홍성군,장곡면,천태리
(가)가곡리,비금속,충남,홍성군,갈산면,가곡리
(가)홍주광업소,비금속,충남,홍성군,갈산면,가곡리
문영,비금속,충남,홍성군,갈산면,가곡리
홍주광업소,금속,충남,홍성군,갈산면,갈오리
(가)결성,금속,충남,홍성군,갈산면,기산리
삼보,금속,충남,홍성군,갈산면,내갈리
풍산,비금속,충남,홍성군,갈산면,취생리
갈산,금속,충남,홍성군,갈산면,행산리
삼성,금속,경기,여주시,금사면,장흥리
(가)원무량,금속,충남,홍성군,결성면,무량리
결성활석,비금속,충남,홍성군,결성면,성남리
철마,금속,충남,홍성군,결성면,용호리
구만,금속,충남,홍성군,광천읍,내죽리
대광활석,비금속,충남,홍성군,광천읍,담산리
황보,금속,충남,홍성군,광천읍,담산리
사동규사,비금속,충남,홍성군,광천읍,대평리
(가)매현리,비금속,충남,홍성군,광천읍,매현리
광천,비금속,충남,홍성군,광천읍,상정리
대흥1,비금속,충남,홍성군,광천읍,상정리
(가)황보,금속,충남,홍성군,광천읍,가정리
보원,금속,충남,홍성군,광천읍,옹암리
삼산,금속,충남,홍성군,광천읍,옹암리
금호,금속,충남,홍성군,광천읍,월림리
월림,비금속,충남,홍성군,광천읍,월림리
한서,비금속,충남,홍성군,광천읍,월림리
홍성장석,비금속,충남,홍성군,구항면,내현리
(가)신곡리,비금속,충남,홍성군,구항면,신곡리
(가)청광사문석,비금속,충남,홍성군,구항면,청광리
청광,금속,충남,홍성군,구항면,청광리
홍성,비금속,충남,홍성군,구항면,청광리
(가)가산리,금속,충남,홍성군,금마면,가산리
(가)인산리,금속,충남,홍성군,금마면,인산리
무량,금속,충남,홍성군,금마면,인산리
인산,비금속,충남,홍성군,금마면,인산리
영우,금속,충남,홍성군,금마면,화양리
(가)이호리,금속,충남,홍성군,서부면,이호리
황룡,금속,충남,홍성군,서부면,이호리
결성,금속,충남,홍성군,서부면,판교리
은하,비금속,충남,홍성군,은하면,금국리
대판,금속,충남,홍성군,은하면,목현리
삼응,금속,충남,홍성군,은하면,덕실리
홍덕,금속,충남,홍성군,은하면,덕실리
(가)목현흑연,비금속,충남,홍성군,은하면,목현리
(가)구남창,비금속,충남,홍성군,은하면,장척리
동양질석,비금속,충남,홍성군,은하면,장척리
(가)화봉리,금속,충남,홍성군,은하면,화봉리
(가)대현리1,금속,충남,홍성군,장곡면,대현리
(가)대현리2,금속,충남,홍성군,장곡면,대현리
대현,금속,충남,홍성군,장곡면,대현리
신동,금속,충남,홍성군,장곡면,대현리
홍성제2,금속,충남,홍성군,장곡면,산성리
(가)명진,금속,충남,홍성군,장곡면,상송리
(가)상송리,금속,충남,홍성군,장곡면,상송리
거봉,금속,충남,홍성군,장곡면,상송리
황화,금속,충남,홍성군,장곡면,신풍리
(가)오성리,금속,충남,홍성군,장곡면,오성리
월계,금속,충남,홍성군,장곡면,월계리
(가)홍성금산,금속,충남,홍성군,장곡면,지정리
천우,금속,충남,홍성군,장곡면,행정리
홍동2,비금속,충남,홍성군,홍동면,금당리
(가)서초정리,금속,충남,예산군,광시면,서초정리
광천사금,금속,충남,홍성군,홍동면,문당리
홍덕,금속,충남,홍성군,홍동면,문당리
월현장석,비금속,충남,홍성군,홍동면,월현리
홍동1,비금속,충남,홍성군,홍동면,월현리
금당리,금속,충남,홍성군,홍동면,효학리
화양,금속,충남,홍성군,홍북읍,내덕리
(가)상하리,금속,충남,홍성군,홍북읍,상하리
(가)용봉,금속,충남,홍성군,홍북읍,상하리
(가)이동,금속,충남,홍성군,홍북읍,상하리
산보,금속,충남,홍성군,홍북읍,상하리
일월산,금속,충남,홍성군,홍북읍,상하리
금마천,금속,충남,홍성군,홍북읍,용산리
(가)중계리,금속,충남,홍성군,홍북읍,중계리
(가)홍성73호,금속,충남,홍성군,홍북읍,중계리
신흥,금속,충남,홍성군,홍북읍,중계리
홍일,금속,충남,홍성군,홍북읍,중계리
청성,금속,충남,홍성군,홍성읍,고암리
금답,금속,충남,홍성군,홍성읍,내법리
금답,금속,충남,홍성군,홍성읍,내법리
충남,비금속,충남,홍성군,홍성읍,송월리
(가)신성1,비금속,충남,홍성군,홍성읍,신성리
금풍,금속,충남,홍성군,홍북읍,용산리
화동,비금속,충북,옥천군,청산면,명티리
(가)비암리,금속,충남,부여군,외산면,비암리
신흥광산,비금속,충북,제천시,송학면,시곡리
태화광업소,비금속,충북,단양군,영춘면,오사리
보덕,비금속,충남,보령시,청소면,성연리
(가)장림리,석탄,충북,단양군,대강면,장림리
(가리)영보,금속,충북,영동군,영동읍,가리
가리,금속,충북,영동군,영동읍,가리
거금,금속,충남,부여군,은산면,거전리
경명광업,금속,충남,청양군,운곡면,신대리
그린산업개발,비금속,충북,음성군,소이면,문등리
삼성산업,비금속,경기,화성시,우정읍,
논산동리,금속,충남,논산시,가야곡면,등리
대남광산,비금속,충남,청양군,남양면,대봉리
대덕,금속,충남,예산군,신양면,대덕리
대덕석회,비금속,충남,당진시,당진읍,읍내리
대보,석탄,충남,보령시,성주면,성주리
대산,금속,충남,예산군,대술면,이치2리
대영,금속,충남,예산군,신양면,죽천리
대일,비금속,충남,청양군,청양읍,학당리
대화,금속,충북,충주시,앙성면,능암리
대화,비금속,충북,단양군,영춘면,사지원리
덕동,금속,충북,제천시,백운면,덕동리
덕산,금속,충북,제천시,덕산면,도전리
두원산업,비금속,충북,제천시,수산면,오티리
만우,석탄,충남,논산시,벌곡면,수락리
만정(만적),금속,충북,충주시,이류면,두정리
무명1,석탄,충남,부여군,,
무명2,금속,충북,옥천군,군북면,추소리
범진,금속,충북,괴산군,사리면,이곡리
보령광업,비금속,충남,보령시,웅천읍,관당리
삼봉,금속,충북,영동군,영동읍,당곡리
삼창,금속,충남,청양군,장평면,적곡리
상곡,금속,충북,단양군,적성면,상원곡리
성주산,석탄,충남,보령시,성주면,성주리
신영광산,비금속,충북,제천시,두학동,
안전(구봉.대봉),금속,충남,청양군,사양,
애곡,석탄,충북,단양군,적성면,
영보(대풍),석탄,충북,보령시,청라면,
영풍,석탄,충북,단양군,,
오목,금속,충남,천안시,성거읍,천흥리
오복(중원),금속,충북,충주시,소태면,복탄리
옥천,비금속,충북,보은군,마로면,
원일,석탄,충북,단양군,영춘면,상리
유구(활석),비금속,충남,공주시,유구읍,추계리
인정,금속,충남,보령시,청소면,재정리
임천덕영,금속,충남,부여군,양화면,
장재,금속,충남,공주시,정안면,평정리
점동,석탄,충북,옥천군,,
제이에프,비금속,충남,홍성군,홍성읍,구룡리
조일,금속,충북,단양군,적성면,상원곡리
주우진산,금속,충남,금산군,진산면,석막리
진천광업,비금속,충북,진천군,진천읍,가산리
청산,비금속,충북,보은군,마로면,노천리1구
청양,석탄,충북,청양군,대치면,
청양질석,비금속,충남,청양군,비봉면,양사리
초촌,금속,충남,부여군,초촌면,연화리
탄천,금속,충남,공주시,탄천면,삼각리
태화,석탄,충남,보령시,미산면,봉성리
태화(오성),석탄,충남,보령시,미산면,늑전리
한보,석탄,충북,보은군,회인면,송평리
형석(청천),금속,충북,괴산군,청천면,
홍성,금속,충남,홍성군,홍북읍,신경리
홍주광업소,금속,충남,예산군,덕산면,낙상리
수리,금속,충북,제천시,수산면,수리
고려규사광산,비금속,충남,태안군,소원면,모항리
금포,비금속,충북,단양군,적성면,각기리
남포광산,금속,충남,보령시,주산면,금암리
대덕석회석광산,비금속,충남,당진시,채운동,
두야규석광산,비금속,충남,태안군,근흥면,두야리
디에이치개발,금속,충북,충주시,엄정면,유봉리
보령,비금속,충북,옥천군,청산면,만월리
비인광산,비금속,충남,서천군,판교면,상좌리
세광산업,금속,충남,예산군,대흥면,교촌리
세중개발,비금속,충남,아산시,음봉면,월랑리
신평산업,비금속,충남,당진시,신평면,한정리
안면도사금,금속,충남,홍성군,서부면,궁리
예산산성광산,비금속,충남,예산군,예산읍,산성리
인지광산,비금속,충남,서산시,부석면,강수리
태안규사,비금속,충남,태안군,소원면,의항리
홍성사문석,비금속,충남,홍성군,구항면,마온리
홍성활석,비금속,충남,홍성군,갈산면,가곡리
성보,금속,충북,증평군,증평읍,율리
운곡,석탄,충남,청양군,운곡면,신대리
개곡,금속,경기,가평군,가평읍,개곡리
당진,비금속,경기,가평군,가평읍,경반리
경일,비금속,경기,가평군,가평읍,두밀리
구미,비금속,경기,가평군,가평읍,두밀리
(가)두밀리,금속,경기,가평군,가평읍,두밀리
금망,금속,경기,가평군,가평읍,복장리
산유석회석,비금속,경기,가평군,가평읍,산유리
순덕,비금속,경기,가평군,가평읍,산유리
상색,금속,경기,가평군,가평읍,상색리
가평,금속,경기,가평군,가평읍,승안리
중상,비금속,경기,가평군,가평읍,승안리
가평,비금속,경기,가평군,가평읍,읍내리
가평석회석,비금속,경기,가평군,가평읍,이화리
비령대탄광,비금속,경기,가평군,가평읍,이화리
대명동,금속,경기,가평군,북면,도대리
삼화장석,비금속,경기,가평군,북면,목동리
이화광업소,비금속,경기,가평군,북면,목동리
제일장석,비금속,경기,가평군,조종면,상판리
반송,비금속,경기,가평군,북면,소법리
가평,금속,경기,가평군,북면,소법리
삼기,금속,경기,가평군,북면,소법리
호계,비금속,경기,가평군,북면,소법리
가평,비금속,경기,가평군,북면,적목리
적목,비금속,경기,가평군,북면,적목리
가덕규석,비금속,경기,가평군,북면,화악리
삼양가평,금속,경기,가평군,북면,화악리
명지,금속,경기,가평군,북면,화악리
용석제일,금속,경기,가평군,상면,덕현리
대성장석,비금속,경기,가평군,상면,봉수리
불기,비금속,경기,가평군,상면,상동리
상동,금속,경기,가평군,상면,상동리
덕남,비금속,경기,가평군,상면,태봉리
성은활석,비금속,경기,가평군,설악면,설곡리
가평석면,비금속,경기,가평군,설악면,위곡리
갑진,비금속,경기,가평군,설악면,위곡리
명진석면,비금속,경기,가평군,설악면,위곡리
우석광업사,비금속,경기,가평군,설악면,위곡리
(가)위곡리,비금속,경기,가평군,설악면,위곡리
명보(부영),금속,경기,가평군,청평면,대성리
송부,비금속,경기,가평군,청평면,대성리
유광-청평,비금속,경기,가평군,청평면,삼회리
경진,비금속,경기,가평군,청평면,상천리
보성,금속,경기,가평군,청평면,상천리
청평대리석,비금속,경기,가평군,청평면,상천리
(가)호명리,금속,경기,가평군,청평면,호명리
대금산,금속,경기,가평군,조종면,대보리
금덕,비금속,경기,가평군,조종면,마일리
남왕,금속,경기,가평군,조종면,마일리
대보,금속,경기,가평군,조종면,마일리
삼부,금속,경기,가평군,조종면,마일리
"육청,보청",금속,경기,가평군,조종면,마일리
가평몰리브덴,비금속,경기,가평군,조종면,상판리
경인,비금속,경기,가평군,조종면,상판리
삼영,비금속,경기,가평군,조종면,상판리
수곡,금속,경기,가평군,조종면,상판리
구성,금속,경기,가평군,조종면,신상리
운악,비금속,경기,가평군,조종면,신상리
보정,금속,경기,가평군,하면,하판리
장고,비금속,경기,고양시 덕양구,대자동,
원당,비금속,경기,고양시 덕양구,도내동,
한국,비금속,경기,고양시 덕양구,도내동,
벽제,금속,경기,고양시 덕양구,벽제동,
삼원,비금속,경기,고양시 덕양구,성사동,
천년,비금속,경기,고양시 덕양구,용두동,
고양대일,금속,경기,고양시 덕양구,향동동,
고양,금속,경기,고양시 일산동구,식사동,
시흥(가학),금속,경기,광명시,가학동,
중앙,비금속,경기,광명시,광명동,
경인,비금속,경기,광명시,옥길동,
오류,비금속,경기,광명시,옥길동,
석림,비금속,경기,광주시,남종면,이석리
유동,비금속,경기,광주시,도척면,도웅리
남한,비금속,경기,광주시,남한산성면,엄미리
신호,비금속,경기,광주시,남한산성면,엄미리
반월,비금속,경기,군포시,둔대동,
대동내화,비금속,경기,김포시,고촌읍,
대명,비금속,경기,김포시,대곶면,대명리
(가)대명리,금속,경기,김포시,대곶면,대명리
김포,금속,경기,김포시,대곶면,석정리
서선탄광,비금속,경기,김포시,대곶면,석정리
한흥납석,비금속,경기,김포시,대곶면,송마리
홍창,비금속,경기,김포시,대곶면,약암리
풍국,비금속,경기,김포시,양촌읍,구래리
신흥,비금속,경기,김포시,월곶면,갈산리
대성광업,비금속,경기,김포시,월곶면,고막리
세종기업,비금속,경기,김포시,월곶면,고양리
진원,비금속,경기,김포시,월곶면,고양리
김포태국,금속,경기,김포시,풍무동,
남양,비금속,경기,남양주시,수동면,송천리
(가)덕소리,금속,경기,남양주시,와부읍,덕소리
금부,금속,경기,남양주시,와부읍,도곡리
예봉,금속,경기,남양주시,와부읍,도곡리
동강,비금속,경기,남양주시,조안면,시우리
(가)양지,금속,경남,합천군,봉산면,양지리
금곡,비금속,경기,남양주시,진건읍,용정리
금신고령토,비금속,경기,남양주시,화도읍,금남리
중앙광업,비금속,경기,남양주시,화도읍,금남리
삼창,금속,경기,동두천시,광암동,
삼덕,비금속,경기,동두천시,동두천동,
동두천,비금속,경기,동두천시,상패동,
동명,비금속,경기,동두천시,생연동,
동천,비금속,경기,동두천시,안흥동,
동흥,비금속,경기,동두천시,안흥동,
안흥,금속,경기,동두천시,안흥동,
한일화학,비금속,경기,동두천시,안흥동,
봉암규석,비금속,경기,동두천시,하봉암동,
부국규석,비금속,경기,동두천시,하봉암동,
소요시리카,비금속,경기,동두천시,하봉암동,
한강사금,금속,경기,성남시수성구,고등동,
광주모나스,금속,경기,성남시 분당구,동원동,
(가)구미,금속,경기,성남시 분당구,동원동,
청계,비금속,경기,성남시 분당구,운중동,
덕명,비금속,경기,수원시 권선구,호매실동,
소인,금속,경기,시흥시,과림동,
안양고령토,비금속,경기,시흥시,금이동,
인천장석,비금속,경기,시흥시,금이동,
군자광업소,비금속,경기,시흥시,능곡동,
안양,비금속,경기,시흥시,능곡동,
(가)도창동,비금속,경기,시흥시,도창동,
부양철광,금속,경기,시흥시,매화동,
수암,비금속,경기,시흥시,목감동,
(가)물왕,금속,경기,시흥시,산현동,
소래,비금속,경기,시흥시,은행동,
대부고령토,비금속,경기,안산시 단원구,선감동,
대부석회석,비금속,경기,안산시 단원구,대부북동,
풍도,비금속,경기,안산시 단원구,풍도동,
대부,금속,경기,안산시 단원구,대부북동,
대부,비금속,경기,안산시 단원구,대부북동,
장수,비금속,경기,안산시 단원구,선감동,
동영,비금속,경기,안산시 단원구,풍도동,
문도석회석,비금속,경기,안산시 단원구,풍도동,
미래,비금속,경기,안산시 단원구,풍도동,
세청규사,비금속,경기,안산시 단원구,풍도동,
유엔비,비금속,경기,안산시 단원구,풍도동,
장경사,비금속,경기,안산시 단원구,풍도동,
창대풍도,비금속,경기,안산시 단원구,풍도동,
풍산규사,비금속,경기,안산시 단원구,풍도동,
안양,금속,경기,안성시,공도읍,마정리
(가)대동,금속,경기,안성시,금광면,석하리
은성,금속,경기,안성시,금광면,석하리
옥정,비금속,경기,안성시,금광면,옥정리
안성,금속,경기,안성시,대덕면,무능리
대원,비금속,경기,안성시,미양면,개정리
서곳,비금속,경기,안성시,미양면,개정리
대안,금속,경기,안성시,미양면,마산리
적재광업,금속,경기,안성시,보개면,기좌리
천영,금속,경기,안성시,삼죽면,덕산리
덕산,금속,경기,안성시,삼죽면,배태리
(가)배태리,금속,경기,안성시,삼죽면,배태리
삼죽광업소,비금속,경기,안성시,삼죽면,배태리
청교,금속,경기,안성시,서운면,송산리
욱서광,금속,경기,안성시,서운면,신흥리
대한,금속,경기,안성시,서운면,인리
안성견운모,비금속,경기,안성시,양성면,도곡리
천보,금속,경기,안성시,양성면,도곡리
안성(덕양),금속,경기,안성시,양성면,조일리
안성,비금속,경기,안성시,원곡면,산하리
백련,비금속,경기,안성시,원곡면,지문리
안성,비금속,경기,안성시,일죽면,방초리
안양규석,비금속,경기,안양시 동안구,비산동,
신안양,비금속,경기,안양시 만안구,석수동,
안양장석,비금속,경기,안양시 만안구,석수동,
한국자갈,비금속,경기,안양시 만안구,안양동,
새한,비금속,경기,양주시,남면,신암리
덕계,금속,경기,양주시,덕계동,
봉재,비금속,경기,양주시,은현면,도하리
부광,금속,경기,양평군,강상면,대석리
보봉,금속,경기,양평군,강상면,세월리
양자,금속,경기,양평군,강하면,항금리
개군,금속,경기,양평군,개군면,내리
보익,금속,경기,양평군,단월면,삼가리
유석,비금속,경기,양평군,단월면,산음리
유성,비금속,경기,양평군,서종면,명달리
청옥대리석,비금속,경기,양평군,서종면,명달리
금정,금속,경기,양평군,서종면,문호리
양동1,금속,경기,양평군,양동면,계정리
계성,금속,경기,양평군,양동면,계정리
삼왕,금속,경기,양평군,양동면,계정리
대월,금속,경기,양평군,양동면,계정리
양동2,비금속,경기,양평군,양동면,계정리
금왕,금속,경기,양평군,양동면,계정리
금계,금속,경기,양평군,양동면,금왕리
금달,금속,경기,양평군,양동면,고송리
금곡,비금속,경기,파주시,법원읍,웅담리
동왕,금속,경기,양평군,양동면,금왕리
양평,금속,경기,양평군,양동면,금왕리
삼창,금속,경기,양평군,양동면,매월리
장재,금속,경기,양평군,양동면,매월리
황거,금속,경기,양평군,양동면,매월리
황보,금속,경기,양평군,양동면,매월리
양동3,비금속,경기,양평군,양동면,석곡리
삼오광업,금속,경기,양평군,양서면,목왕리
동방사금,금속,경기,양평군,양서면,양수리
보성규석,비금속,경기,양평군,옥천면,용천리
삼흥,금속,경기,양평군,용문면,삼성리
중원,비금속,경기,양평군,용문면,신점리
보성,금속,경기,양평군,용문면,화전리
용문납석,비금속,경기,양평군,용문면,화전리
칠보,금속,경기,양평군,지평면,옥현리
대원,금속,경기,양평군,지평면,일신리
구모,금속,경기,양평군,지평면,일신리
금동,금속,경기,양평군,지평면,일신리
영보,금속,경기,양평군,청운면,가현리
경원규석,비금속,경기,양평군,청운면,갈운리
금곡,비금속,전북,장수군,장계면,금곡리
용두,금속,경기,양평군,청운면,갈운리
청운,금속,경기,양평군,청운면,갈운리
신당,금속,경기,양평군,청운면,삼성리
화룡,금속,경기,양평군,청운면,삼성리
황룡,금속,경기,양평군,청운면,여물리
청산,비금속,경기,여주시,가남읍,금당리
계림기업,비금속,경기,여주시,가남읍,삼군리
제일고령토,비금속,경기,여주시,강천면,걸은리
신애고령토,비금속,경기,여주시,강천면,굴암리
보룡,금속,경기,여주시,금사면,상호리
팔보,금속,경기,여주시,금사면,소유리
능서고령토,비금속,경기,여주시,능서면,구양리
율극,비금속,경기,여주시,능서면,내양리
매릇광산,비금속,경기,여주시,능서면,매류리
백토광업,비금속,경기,여주시,능서면,백석리
여흥광업소,비금속,경기,여주시,능서면,백석리
여주장석,비금속,경기,여주시,대신면,당산리
(가)상구리,금속,경기,여주시,대신면,상구리
대룡,비금속,경기,여주시,대신면,장풍리
싸리산백토,비금속,경기,여주시,대신면,천남리
해강고령토,비금속,경기,여주시,북내면,당우리
신려,금속,경기,여주시,북내면,상교리
고려,비금속,경기,여주시,북내면,외룡리
북내,비금속,경기,여주시,북내면,외룡리
여주규석,비금속,경기,여주시,북내면,외룡리
씨엠아이,비금속,경기,여주시,북내면,운촌리
운촌점토,비금속,경기,여주시,북내면,운촌리
금계,금속,경기,여주시,북내면,장암리
장암,금속,경기,여주시,북내면,장암리
여주,금속,경기,여주시,북내면,주암리
㈜유엔아이,비금속,경기,여주시,북내면,중암리
여주활석,비금속,경기,여주시,산북면,상품리
영국,금속,경기,여주시,산북면,용담리
영우,금속,경기,여주시,산북면,용담리
미성,비금속,경기,여주시,산북면,후리
매룡,비금속,경기,여주시,매룡동,
오금,비금속,경기,여주시,오금동,
대영요업,비금속,경기,여주시,오학동,
여주요업원료,비금속,경기,여주시,현암동,
추산,금속,경기,여주시,대신면,천남리
점동,비금속,경기,여주시,점동면,당진리
여주고령토,비금속,경기,여주시,점동면,당진리
우왕광산,비금속,경기,여주시,점동면,사곡리
흥천,비금속,경기,여주시,흥천면,율극리
상대,비금속,경기,여주시,흥천면,문장리
흥천,비금속,경기,여주시,흥천면,상대리
신풍,금속,경기,연천군,군남면,왕림리
풍국,비금속,경기,연천군,군남면,황지리
세한,비금속,경기,연천군,신서면,대광리
영도(정희),금속,경기,연천군,신서면,대광리
연천,비금속,경기,연천군,신서면,도신리
"연천,보장",금속,경기,연천군,연천읍,부곡리
신성,비금속,경기,연천군,연천읍,부곡리
고능,비금속,경기,연천군,전곡읍,고능리
연천도석,비금속,경기,연천군,전곡읍,고능리
전곡,비금속,경기,연천군,전곡읍,고능리
봉암,금속,경기,연천군,전곡읍,마포리
청적,비금속,경기,연천군,전곡읍,마포리
공영,금속,경기,연천군,중면,삼곶리
원일,금속,경기,연천군,중면,삼곶리
㈜진안-백의,비금속,경기,연천군,청산면,대전리
가야,비금속,경기,연천군,청산면,초성리
일진석회,비금속,경기,화성시,팔탄면,하저리
용호,비금속,경기,용인시 기흥구,고매동,
남양,비금속,경기,용인시 기흥구,공세동,
수원,비금속,경기,용인시 기흥구,영덕동,
대덕(용인),비금속,경기,용인시 처인구,백암면,고안리
석천,비금속,경기,용인시 처인구,백암면,석천리
영풍광업,금속,경기,용인시 처인구,백암면,가창리
